,DT,DT_NAME,UNDERTAKING,BUSINESS_UNIT,FEEDER_NO,FEEDER_NAME
8537,1000226731,11-Oke AfaINJ-T3-Bungalow-MEREGINI,OKE-AFA,OSHODI,1070647,BUNGALOW
4442,1000273616,11-BolorunpeluINJ-T1-Idimu-PROF ABASS,IDIMU,OSHODI,1076884,IDIMU
8538,1000226602,11-Oke AfaINJ-T3-Bungalow-KIKE ADEYEMI,OKE-AFA,OSHODI,1070647,BUNGALOW
4443,1000273614,11-BolorunpeluINJ-T1-Idimu-JEMI ALADE 1,IDIMU,OSHODI,1076884,IDIMU
7003,1000246229,11-ItireINJ-T2-Canal-JOHNSON SAMIYE,OKOTA,OSHODI,1069501,OSHODI-CANAL
7004,1000246227,11-ItireINJ-T2-Canal-ADENIRAN 2,AGO,OSHODI,1069501,OSHODI-CANAL
8284,1000228738,11-ItireINJ-T1-Ademulegun-BAYO OLUMIDE,ISOLO,OSHODI,1093849,ADEMULEGUN FEEDER
7005,1000246225,11-ItireINJ-T2-Canal-POPOOLA,AGO,OSHODI,1069501,OSHODI-CANAL
8285,1000228736,11-ItireINJ-T1-Ademulegun-ADAGUN ODO,ISOLO,OSHODI,1093849,ADEMULEGUN FEEDER
2910,1000295066,11-IgandoINJ-T1-New Igando-CHRIS BEE,IGANDO,OSHODI,1068963,NEW IGANDO
7006,1000246645,11-IgandoINJ-T1-New Igando-OMOJOLOWO,IGANDO,OSHODI,1068963,NEW IGANDO
8286,1000228734,11-Oke AfaINJ-T1-Ire-Akari-OLUFEMI PETERS,ISOLO,OSHODI,1070635,IRE AKARI
2911,1000295060,11-IgandoINJ-T2-General Hospital-OYEWOLE AJIBORO,IGANDO,OSHODI,1070704,GENERAL HOSPITAL
7519,1000239079,11-AlasiaINJ-T1-Alasia-OYEGUNWA,OSHODI,OSHODI,1071069,ALASIA
8031,1000233836,11-AjaoINJ-T2-Sholanke-CHARLES ISIBOR,AJAO,OSHODI,1069209,SHOLANKE
8287,1000228732,11-Oke AfaINJ-T1-Ire-Akari-JIMOH FARONBI,ISOLO,OSHODI,1070635,IRE AKARI
2912,1000295057,11-IgandoINJ-T2-General Hospital-KOTANGORA,IGANDO,OSHODI,1070704,GENERAL HOSPITAL
7520,1000238659,11-AlasiaINJ-T1-Alasia-SAKA,OSHODI,OSHODI,1071069,ALASIA
8032,1000233218,11-AmuwoINJ-T1-Ijesha Express-SAFETRUST,AMUWO,OSHODI,1068881,IJESHA EXPRESS
2401,1001511912,11-IjegunINJ-T1-Okerube-OLANIYAN IFESOWAPO,IJEGUN,OSHODI,1071027,OKERUBE
2913,1000295052,11-IgandoINJ-T1-Egan-DAYFUS,IGANDO,OSHODI,1068967,EGAN
4705,1000267890,11-Oke AfaINJ-T2-Ilamoshe-JANUARY 27(1),OKE-AFA,OSHODI,1070623,ILAMOSHE
7521,1000238073,11-AlasiaINJ-T1-Alasia-ABERUAGBA,OSHODI,OSHODI,1071069,ALASIA
8033,1000233215,11-AmuwoINJ-T1-Ijesha Express-BLOCK 38,AMUWO,OSHODI,1068881,IJESHA EXPRESS
8289,1000228728,11-Oke AfaINJ-T1-Ire-Akari-ILORI,ISOLO,OSHODI,1070635,IRE AKARI
2402,1001512406,11-Oke AfaINJ-T3-Bungalow-DELE AWELEWA,OKE-AFA,OSHODI,1070647,BUNGALOW
2914,1000295047,11-IgandoINJ-T1-Egan-BENSON ADU,IGANDO,OSHODI,1068967,EGAN
4706,1000268279,11-Oke AfaINJ-T2-Ilamoshe-JANUARY 27(2),OKE-AFA,OSHODI,1070623,ILAMOSHE
7522,1000238068,11-AlasiaINJ-T1-Alasia-OLORI,OSHODI,OSHODI,1071069,ALASIA
2915,1000295042,11-IgandoINJ-T1-New Igando-AFAM ANI ,IGANDO,OSHODI,1068963,NEW IGANDO
3683,1000281862,11-AlasiaINJ-T1-Council-BABA ODE,OSHODI,OSHODI,1071065,COUNCIL
4707,1000267887,11-BolorunpeluINJ-T1-Abaranje-OLA 1,IKOTUN,OSHODI,1078919,ABARANJE
7523,1000238065,11-AlasiaINJ-T1-Alasia-BELLO OWOSHO 1,OSHODI,OSHODI,1071069,ALASIA
8291,1000228726,11-Oke AfaINJ-T1-Ire-Akari-BAALE ISHAGA 2,ISOLO,OSHODI,1070635,IRE AKARI
2404,1001512402,11-AjaoINJ-T2-New Estate-OLA ORE,AJAO,OSHODI,1069221,NEW ESTATE
2916,1000295422,11-ItireINJ-T1-Okota-AFOLABI SOLE,OKOTA,OSHODI,1068856,OKOTA
7524,1000238651,11-AmuwoINJ-T2-Jakande 1-BLOCK 90,AMUWO,OSHODI,1068878,JAKANDE 1
2405,1001512411,11-IjegunINJ-T2-Isheri Oshun-JORDAN,IJEGUN,OSHODI,1071023,IJEGUN-ISHERI OSHUN
2917,1000295417,11-IgandoINJ-T2-General Hospital-ODUNBAYO,IGANDO,OSHODI,1070704,GENERAL HOSPITAL
6757,1000254384,11-IgandoINJ-T1-Egan-ASHAFA EGEMO,IGANDO,OSHODI,1068967,EGAN
7525,1000238649,11-AmuwoINJ-T2-Jakande 1-BLOCK 39,AMUWO,OSHODI,1068878,JAKANDE 1
8293,1000228720,11-Oke AfaINJ-T1-Ire-Akari-AKOWONJO,ISOLO,OSHODI,1070635,IRE AKARI
9061,1000168575,33-EjigboTCN-EGBE-KOLAWOLE 1,IDIMU,OSHODI,1064877,EJIGBO-EGBE
2918,1000294941,11-AmuwoINJ-T2-Jakande 1-SEWAGE,AMUWO,OSHODI,1068878,JAKANDE 1
7526,1000238647,11-AmuwoINJ-T2-Jakande 1-BLOCK 118,AMUWO,OSHODI,1068878,JAKANDE 1
8294,1000228718,11-Oke AfaINJ-T1-LCHE-CANAL VIEW,OKE-AFA,OSHODI,1066856,LCHE
9062,1000168462,33-EjigboTCN-EGBE-MODUPE SHITTA,IDIMU,OSHODI,1064877,EJIGBO-EGBE
2407,1001512408,BANJO 2,OSHODI,OSHODI,1064877,EJIGBO-EGBE
7527,1000238644,11-AmuwoINJ-T2-Jakande 1-BLOCK 100,AMUWO,OSHODI,1068878,JAKANDE 1
8296,1000228713,11-Oke AfaINJ-T1-Ire-Akari-IRE AKARI 2,OKOTA,OSHODI,1070635,IRE AKARI
8297,1000228711,11-Oke AfaINJ-T1-Ire-Akari-OLUSEYE,ISOLO,OSHODI,1070635,IRE AKARI
8553,1000226421,11-Ago OkotaINJ-T2-Oke Ogbere-FREEDOM ESTATE,AGO,OSHODI,1070681,OKE OGBERE
2410,1001390418,11-BolorunpeluINJ-T3-Liasu-OGIDAN,IDIMU,OSHODI,1069381,LIASU
3690,1000281468,11-AlasiaINJ-T1-Council-ANTHONY OBE,OSHODI,OSHODI,1071065,COUNCIL
2411,1001390415,KEHINDE ODUSANYA,OSHODI,OSHODI,1069381,LIASU
8299,1000228706,11-Oke AfaINJ-T1-Ire-Akari-ILESANMI,ISOLO,OSHODI,1070635,IRE AKARI
8555,1000226600,11-Oke AfaINJ-T3-Bungalow-LAMIDI AKINWANDE,OKE-AFA,OSHODI,1070647,BUNGALOW
8556,1000226598,11-Oke AfaINJ-T3-Bungalow-GOLD,OKE-AFA,OSHODI,1070647,BUNGALOW
8045,1000232723,11-BolorunpeluINJ-T1-Idimu-IDIMU 2,IDIMU,OSHODI,1076884,IDIMU
8557,1000226479,11-Oke AfaINJ-T3-Bungalow-GBENGA OLATUNJI,OKE-AFA,OSHODI,1070647,BUNGALOW
2414,1001391413,11-Ago OkotaINJ-T1-Amuwo Ind.-LATEEF ADEGBOYEGA 4,AGO,OSHODI,1070677,AMUWO INDUSTRIAL
7534,1000238071,11-AlasiaINJ-T1-Alasia-ONIKEUNLA,OSHODI,OSHODI,1071069,ALASIA
8046,1000232717,11-BolorunpeluINJ-T1-Idimu-OLOGOMETA,IDIMU,OSHODI,1076884,IDIMU
8558,1000226477,11-Oke AfaINJ-T3-Bungalow-FRANSAKI,OKE-AFA,OSHODI,1070647,BUNGALOW
7535,1000238655,11-AlasiaINJ-T1-Alasia-JACOB TAIWO,OSHODI,OSHODI,1071069,ALASIA
8047,1000232356,11-BolorunpeluINJ-T1-Idimu-IMESAN,IDIMU,OSHODI,1076884,IDIMU
7536,1000238059,11-AmuwoINJ-T2-Jakande 1-BLOCK 115,AMUWO,OSHODI,1068878,JAKANDE 1
8048,1000232720,11-BolorunpeluINJ-T1-Idimu-OLADUN,IDIMU,OSHODI,1076884,IDIMU
5233,1000261593,11-MushinINJ-Aswani-SERIKI ABASS,AJAO,OSHODI,1069405,MUSHIN-ASWANI
7537,1000238056,11-AmuwoINJ-T2-Jakande 1-BLOCK 266,AMUWO,OSHODI,1068878,JAKANDE 1
8049,1000232354,11-BolorunpeluINJ-T1-Idimu-AGBOGUNLERI,IDIMU,OSHODI,1076884,IDIMU
7538,1000238053,11-AmuwoINJ-T2-Jakande 1-BLOCK 311,AMUWO,OSHODI,1068878,JAKANDE 1
8050,1000232349,11-BolorunpeluINJ-T1-Idimu-ADIMULA,IDIMU,OSHODI,1076884,IDIMU
7539,1000238050,11-AmuwoINJ-T2-Jakande 1-SEGUN AJAYI,AMUWO,OSHODI,1068878,JAKANDE 1
8051,1000232352,11-BolorunpeluINJ-T1-Idimu-IDIMU 1,IDIMU,OSHODI,1076884,IDIMU
8563,1000226467,11-Oke AfaINJ-T3-Bungalow-AILEGUN 2,OKE-AFA,OSHODI,1070647,BUNGALOW
2420,1001391410,11-Oke AfaINJ-T3-Ori Oke-ONAWAMIMO,OKE-AFA,OSHODI,1070639,ORIOKE
7540,1000238047,11-AmuwoINJ-T2-Jakande 1-DURBAN ESTATE,AMUWO,OSHODI,1068878,JAKANDE 1
8052,1000232325,11-IjegunINJ-T2-Isheri Oshun-PETER UGBEBOR,IJEGUN,OSHODI,1071023,IJEGUN-ISHERI OSHUN
2421,1001391408,11-Oke AfaINJ-T1-LCHE-BLOCK 406,OKE-AFA,OSHODI,1066856,LCHE
8053,1000232322,11-IjegunINJ-T2-Isheri Oshun-ROTIMI OMOTOSHO,IJEGUN,OSHODI,1071023,IJEGUN-ISHERI OSHUN
8821,1000203266,11-AjaoINJ-T1-Airport Road-OLAKUNLE SELESI,AJAO,OSHODI,1069205,AIRPORT RD
8054,1000232319,11-IjegunINJ-T2-Isheri Oshun-RASAKI SHITU,IJEGUN,OSHODI,1071023,IJEGUN-ISHERI OSHUN
8822,1000203264,11-AjaoINJ-T1-Airport Road-LATEEF SALAMI,AJAO,OSHODI,1069205,AIRPORT RD
9078,1000165784,33-EjigboTCN-EGBE-KOLAWOLE 2,IDIMU,OSHODI,1064877,EJIGBO-EGBE
7543,1000238566,11-BolorunpeluINJ-T1-Abaranje-GOODLUCK,IKOTUN,OSHODI,1078919,ABARANJE
8055,1000232316,11-IjegunINJ-T2-Isheri Oshun-OMISHOPE,IJEGUN,OSHODI,1071023,IJEGUN-ISHERI OSHUN
8823,1000203262,11-AjaoINJ-T1-Airport Road-JOY AVENUE 1,AJAO,OSHODI,1069205,AIRPORT RD
9079,1000165782,33-EjigboTCN-EGBE-DARE,IKOTUN,OSHODI,1064877,EJIGBO-EGBE
8056,1000232313,11-IjegunINJ-T2-Isheri Oshun-OKE IMOYE,IJEGUN,OSHODI,1071023,IJEGUN-ISHERI OSHUN
8824,1000203260,11-AjaoINJ-T1-Airport Road-GOGO HASSAN,AJAO,OSHODI,1069205,AIRPORT RD
2681,1000975572,33-OjoTCN-FESTAC II INTERFACE-IDI CASHEW 1,IJEGUN,OSHODI,1070677,AMUWO INDUSTRIAL
7545,1000237982,11-BolorunpeluINJ-T1-Abaranje-EPETEDO,IKOTUN,OSHODI,1078919,ABARANJE
8057,1000232588,11-IjegunINJ-T2-Isheri Oshun-AMUSA ISHOLA,IJEGUN,OSHODI,1071023,IJEGUN-ISHERI OSHUN
8825,1000203258,11-AjaoINJ-T1-Airport Road-FATAI IRAWO 1,AJAO,OSHODI,1069205,AIRPORT RD
2682,1000975570,33-OjoTCN-FESTAC II INTERFACE-AGAYE 2,IJEGUN,OSHODI,1068898,ILAJE
7546,1000237975,11-BolorunpeluINJ-T1-Abaranje-AJETUNMOBI,IKOTUN,OSHODI,1078919,ABARANJE
8058,1000232586,11-IjegunINJ-T2-Isheri Oshun-AIMASIKO,IJEGUN,OSHODI,1071023,IJEGUN-ISHERI OSHUN
8826,1000203256,11-AjaoINJ-T1-Airport Road-FATAI IRAWO 2,AJAO,OSHODI,1069205,AIRPORT RD
7547,1000238491,11-BolorunpeluINJ-T1-Abaranje-GAFARU,IJEGUN,OSHODI,1078919,ABARANJE
8059,1000232583,11-IjegunINJ-T2-Isheri Oshun-RAHMON BELLO,IJEGUN,OSHODI,1071023,IJEGUN-ISHERI OSHUN
8827,1000203254,11-AjaoINJ-T1-Airport Road-DAVE ANAZODO,AJAO,OSHODI,1069205,AIRPORT RD
7036,1000245487,11-ItireINJ-T1-Ademulegun-OSHINDEINDE,OKOTA,OSHODI,1093849,ADEMULEGUN FEEDER
7548,1000238488,11-BolorunpeluINJ-T1-Abaranje-KWARU 2,IKOTUN,OSHODI,1078919,ABARANJE
7549,1000238485,11-BolorunpeluINJ-T1-Abaranje-OGUNFOWORA,IKOTUN,OSHODI,1078919,ABARANJE
7550,1000238482,11-BolorunpeluINJ-T1-Abaranje-AWAWU,IKOTUN,OSHODI,1078919,ABARANJE
2687,1000976024,11-ItireINJ-T1-Ademulegun-STEPHEN OSIBOTE,OKOTA,OSHODI,1093849,ADEMULEGUN FEEDER
7551,1000238479,11-BolorunpeluINJ-T1-Abaranje-ASALU 1,IKOTUN,OSHODI,1078919,ABARANJE
7552,1000238022,11-BolorunpeluINJ-T1-Abaranje-KWARU 1,IKOTUN,OSHODI,1078919,ABARANJE
8576,1000226586,11-Oke AfaINJ-T3-Ori Oke -AYETORO,OKE-AFA,OSHODI,1070639,ORIOKE
8577,1000226347,11-ItireINJ-T1-Okota-AGO JUNCTION,OKOTA,OSHODI,1068856,OKOTA
9089,1000166156,33-EjigboTCN-EGBE-OTITOKORO,IKOTUN,OSHODI,1064877,EJIGBO-EGBE
7299,1000240789,11-Oke AfaINJ-T1-LCHE-BLOCK 1,OKE-AFA,OSHODI,1066856,LCHE
7555,1000237987,11-BolorunpeluINJ-T1-Abaranje-BELLO,IKOTUN,OSHODI,1078919,ABARANJE
8323,1000228647,11-AjaoINJ-T1-Domino-ALAO,AJAO,OSHODI,1069201,DOMINO
2692,1000975508,11-IjegunINJ-T1-Okerube-HAMMED OLABODE 1,IKOTUN,OSHODI,1071027,OKERUBE
6788,1000253980,11-IgandoINJ-T2-General Hospital-GOODHOMES,IGANDO,OSHODI,1070704,GENERAL HOSPITAL
7556,1000237984,11-BolorunpeluINJ-T1-Abaranje-ABARANJE ROAD,IKOTUN,OSHODI,1078919,ABARANJE
8324,1000228645,11-AjaoINJ-T1-Domino-FORUM,AJAO,OSHODI,1069201,DOMINO
9092,1000166162,33-EjigboTCN-EGBE-LAMINA,IKOTUN,OSHODI,1064877,EJIGBO-EGBE
4997,1000265266,11-AjaoINJ-T2-New Estate-MAKINDE 1,AJAO,OSHODI,1069221,NEW ESTATE
6789,1000253976,11-IgandoINJ-T2-General Hospital-HOME FOUNDATION,IGANDO,OSHODI,1070704,GENERAL HOSPITAL
7557,1000237979,11-BolorunpeluINJ-T1-Abaranje-AUGUSTINE UKAIWE,IKOTUN,OSHODI,1078919,ABARANJE
8069,1000232222,11-AmuwoINJ-T1-Ijesha Express-BLOCK 512,AMUWO,OSHODI,1068881,IJESHA EXPRESS
8325,1000228642,11-AjaoINJ-T1-Domino-JOY AVENUE 2,AJAO,OSHODI,1069201,DOMINO
9093,1000166160,33-EjigboTCN-EGBE-ITA ALHAJI,IKOTUN,OSHODI,1064877,EJIGBO-EGBE
2694,1000975502,11-Agodo EgbeINJ-T1-Abanishe-AJISEGIRI,IKOTUN,OSHODI,1071114,ABANISHE
7558,1000238494,11-BolorunpeluINJ-T1-Abaranje-MOSHALASHI,IKOTUN,OSHODI,1078919,ABARANJE
8070,1000232220,11-AmuwoINJ-T1-Ijesha Express-MILLENIUM,AMUWO,OSHODI,1068881,IJESHA EXPRESS
8326,1000228640,11-IjegunINJ-T1-Okerube-OLAKUNLE,IKOTUN,OSHODI,1071027,OKERUBE
9094,1000166158,33-EjigboTCN-EGBE-EGBE 1,IKOTUN,OSHODI,1064877,EJIGBO-EGBE
2439,1001248912,11-Oke AfaINJ-T1-Ire-Akari-BAALE ISHAGA 1,ISOLO,OSHODI,1070635,IRE AKARI
6791,1000253972,11-IgandoINJ-T2-General Hospital-DIAMOND 4,IGANDO,OSHODI,1070704,GENERAL HOSPITAL
7047,1000245458,11-Oke AfaINJ-T2-Ilamoshe-ASSOCIATION,OKE-AFA,OSHODI,1070623,ILAMOSHE
7559,1000237972,11-BolorunpeluINJ-T1-Abaranje-C.A.C,IKOTUN,OSHODI,1078919,ABARANJE
8071,1000232218,11-AmuwoINJ-T1-Ijesha Express-BLOCK 20,AMUWO,OSHODI,1068881,IJESHA EXPRESS
8583,1000225095,11-ItireINJ-T1-Okota-AKINMORIN,OKOTA,OSHODI,1068856,OKOTA
2696,1000975984,33-OjoTCN-FESTAC II INTERFACE-ABE OBI,IJEGUN,OSHODI,1070677,AMUWO INDUSTRIAL
7048,1000246010,11-ItireINJ-T1-Okota-OSENI LIADI,OKOTA,OSHODI,1068856,OKOTA
7560,1000237952,11-BolorunpeluINJ-T1-Abaranje-ASALU 2,IKOTUN,OSHODI,1078919,ABARANJE
8072,1000232216,11-AmuwoINJ-T1-Ijesha Express-OKOEFO,AMUWO,OSHODI,1068881,IJESHA EXPRESS
6793,1000253960,11-IgandoINJ-T2-General Hospital-DIAMOND 1,IGANDO,OSHODI,1070704,GENERAL HOSPITAL
7049,1000246007,11-ItireINJ-T1-Okota-OLUFEMI KOLAWOLE,OKOTA,OSHODI,1068856,OKOTA
7561,1000238438,11-BolorunpeluINJ-T1-Abaranje-THOMAS OTOBIJA,IKOTUN,OSHODI,1078919,ABARANJE
7050,1000246004,33-EjigboTCN-EGBE-AUTHORITY,IKOTUN,OSHODI,1064877,EJIGBO-EGBE
7306,1000240768,11-ItireINJ-T1-Ademulegun-ST MARY,OKOTA,OSHODI,1093849,ADEMULEGUN FEEDER
7562,1000237944,11-BolorunpeluINJ-T1-Abaranje-PROPHET AMOO,IKOTUN,OSHODI,1078919,ABARANJE
8330,1000228457,11-AjaoINJ-T1-Domino-AWONIYI ELEMO,AJAO,OSHODI,1069201,DOMINO
8842,1000203397,11-ItireINJ-T3-Ago-YEKINI OKOBALE,AGO,OSHODI,1071052,AGO
5003,1000265245,11-ItireINJ-T1-Ademulegun-GODWIN WAY,ISOLO,OSHODI,1093849,ADEMULEGUN FEEDER
7563,1000237949,11-BolorunpeluINJ-T1-Abaranje-ODUROYE,IKOTUN,OSHODI,1078919,ABARANJE
5004,1000264696,11-ItireINJ-T1-Ademulegun-GODWIN OMONUA,OKOTA,OSHODI,1093849,ADEMULEGUN FEEDER
7564,1000237946,11-BolorunpeluINJ-T1-Abaranje-TAYO LAWAL,IKOTUN,OSHODI,1078919,ABARANJE
5005,1000264694,11-BolorunpeluINJ-T3-Governor-OBALABI,IDIMU,OSHODI,1078923,GOVERNOR
6797,1000253990,11-IgandoINJ-T2-General Hospital-HASSAN BALOGUN,IGANDO,OSHODI,1070704,GENERAL HOSPITAL
7565,1000238365,11-IjegunINJ-T1-Okerube-ALONGE,IJEGUN,OSHODI,1071027,OKERUBE
8845,1000203391,11-ItireINJ-T3-Ago-FASHEUN,AGO,OSHODI,1071052,AGO
2958,1000289876,11-IgandoINJ-T2-Agric Road-BAYAS,IGANDO,OSHODI,1070700,AGRIC ROAD
5006,1000265159,11-New GowonINJ-T1-Unity-PHIDEL,IGANDO,OSHODI,1064894,UNITY 
8846,1000203387,11-ItireINJ-T3-Ago-ENOMA 1,OKOTA,OSHODI,1071052,AGO
2959,1000289873,11-Ago OkotaINJ-T1-Amuwo Ind.-BETH TOREY,AMUWO,OSHODI,1070677,AMUWO INDUSTRIAL
6799,1000253984,11-IgandoINJ-T2-General Hospital-EKUN,IGANDO,OSHODI,1070704,GENERAL HOSPITAL
7311,1000244810,11-BolorunpeluINJ-T1-Abaranje-OYEFUGA,IKOTUN,OSHODI,1078919,ABARANJE
2960,1000289392,11-Ago OkotaINJ-T1-Amuwo Ind.-OSI EFA,AMUWO,OSHODI,1070677,AMUWO INDUSTRIAL
6800,1000253968,11-IgandoINJ-T2-General Hospital-DIAMOND 3,IGANDO,OSHODI,1070704,GENERAL HOSPITAL
7312,1000244807,11-ItireINJ-T1-Ademulegun-IRE AKARI MODEL MKT,OKOTA,OSHODI,1093849,ADEMULEGUN FEEDER
8592,1000209706,11-AjaoINJ-T1-Domino-OLUDEGUN,AJAO,OSHODI,1069201,DOMINO
8848,1000203383,11-ItireINJ-T3-Ago-CANAL ROAD,OKOTA,OSHODI,1071052,AGO
2961,1000289341,11-AjaoINJ-T2-Sholanke-OLUSOLA AREMU,AJAO,OSHODI,1069209,SHOLANKE
5265,1000261596,11-MushinINJ-Aswani-KAARA,AJAO,OSHODI,1069405,MUSHIN-ASWANI
6801,1000253965,11-IgandoINJ-T2-General Hospital-DIAMOND 2,IGANDO,OSHODI,1070704,GENERAL HOSPITAL
7313,1000240764,11-ItireINJ-T1-Ademulegun-OKOTA RD,OKOTA,OSHODI,1093849,ADEMULEGUN FEEDER
2962,1000289315,11-Ago OkotaINJ-T1-Amuwo Ind.-UDOKA,AMUWO,OSHODI,1070677,AMUWO INDUSTRIAL
5010,1000264692,11-IgandoINJ-T1-Egan-OLADAPO,IGANDO,OSHODI,1068967,EGAN
5266,1000261591,11-MushinINJ-Aswani-IBIYEMI,AJAO,OSHODI,1069405,MUSHIN-ASWANI
2963,1000288269,11-Ago OkotaINJ-T1-Amuwo Ind.-DR OYEMS,AMUWO,OSHODI,1070677,AMUWO INDUSTRIAL
6803,1000253958,11-IgandoINJ-T2-General Hospital-OKE,IGANDO,OSHODI,1070704,GENERAL HOSPITAL
2964,1000287528,11-Ago OkotaINJ-T1-Amuwo Ind.-BONYFACE,AMUWO,OSHODI,1070677,AMUWO INDUSTRIAL
2709,1000975969,33-OjoTCN-FESTAC II INTERFACE-BAALE,IJEGUN,OSHODI,1069392,IBALEX
2965,1000287525,33-EjigboTCN-BOLORUNPELU-EZENWA,IKOTUN,OSHODI,1078907,EJIGBO-BOLORUNPELU
6805,1000253952,11-IgandoINJ-T2-General Hospital-ALH EDE 1,IGANDO,OSHODI,1070704,GENERAL HOSPITAL
7829,1000235819,11-Ago OkotaINJ-T1-Fasheun-LATEEF ADEGBOYEGA 3,AGO,OSHODI,1070673,FASHEUN
2966,1000287361,11-Oke AfaINJ-T1-Ejigbo-CHURCH STREET,OKE-AFA,OSHODI,1070631,EJIGBO
6806,1000253949,11-IgandoINJ-T2-General Hospital-ALH EDE 2,IGANDO,OSHODI,1070704,GENERAL HOSPITAL
7062,1000245926,11-BolorunpeluINJ-T3-Governor-OGUNRINDE,IDIMU,OSHODI,1078923,GOVERNOR
7830,1000235814,11-Ago OkotaINJ-T1-Fasheun-LATEEF ADEGBOYEGA 1,AGO,OSHODI,1070673,FASHEUN
8854,1000203137,11-ItireINJ-T3-Ago-PAULLY UMEH,AGO,OSHODI,1071052,AGO
2967,1000288251,11-BolorunpeluINJ-T1-Idimu-LASISI LADEGA,IDIMU,OSHODI,1076884,IDIMU
6551,1000255263,11-ItireINJ-T3-Ago-LAMBE 3,AGO,OSHODI,1071052,AGO
7063,1000245923,11-BolorunpeluINJ-T3-Governor-OYINLOLA,IDIMU,OSHODI,1078923,GOVERNOR
7831,1000237296,11-Ago OkotaINJ-T1-Fasheun-PRINCE JOSEPH ADEBAJO,AGO,OSHODI,1070673,FASHEUN
8855,1000203135,11-ItireINJ-T3-Ago-OMOLADE ALUKO,AGO,OSHODI,1071052,AGO
9111,1000163144,11-Ago OkotaINJ-T1-Amuwo Ind.-SUNDAY OKEKE,AMUWO,OSHODI,1070677,AMUWO INDUSTRIAL
7064,1000245920,11-BolorunpeluINJ-T3-Governor-WAIDI OSHOJA,IDIMU,OSHODI,1078923,GOVERNOR
7832,1000235822,11-Ago OkotaINJ-T1-Fasheun-NIYI ONILARI 2,AGO,OSHODI,1070673,FASHEUN
8344,1000228014,11-MafolukuINJ-T1-Saubana-SALAMI,OSHODI,OSHODI,1072358,SAUBANA
7065,1000245918,11-BolorunpeluINJ-T3-Governor-BAMSHAK,IDIMU,OSHODI,1078923,GOVERNOR
7833,1000235816,11-Ago OkotaINJ-T1-Fasheun-LATEEF ADEGBOYEGA 2,AGO,OSHODI,1070673,FASHEUN
8345,1000228423,11-MafolukuINJ-T1-Saubana-SAMUEL,OSHODI,OSHODI,1072358,SAUBANA
9113,1000163140,11-AmuwoINJ-T2-Jakande 1-BOLA ODUPITAN,AMUWO,OSHODI,1068878,JAKANDE 1
7066,1000245915,11-BolorunpeluINJ-T3-Governor-LASISI OSHOJA,IDIMU,OSHODI,1078923,GOVERNOR
7834,1000235812,11-Ago OkotaINJ-T1-Fasheun-SAMUEL EKUNOLA 1,AGO,OSHODI,1070673,FASHEUN
8858,1000203129,11-ItireINJ-T3-Ago-OLANREWAJU,AGO,OSHODI,1071052,AGO
9114,1000163138,11-Ago OkotaINJ-T1-Amuwo Ind.-WATERSIDE 1,AMUWO,OSHODI,1070677,AMUWO INDUSTRIAL
7067,1000245410,11-BolorunpeluINJ-T3-Governor-SALVATION,IDIMU,OSHODI,1078923,GOVERNOR
7835,1000235810,11-Ago OkotaINJ-T1-Fasheun-IDOWU RUFAI,AGO,OSHODI,1070673,FASHEUN
7068,1000245404,11-BolorunpeluINJ-T3-Governor-EL-Bethel,IDIMU,OSHODI,1078923,GOVERNOR
7836,1000235808,11-Ago OkotaINJ-T1-Fasheun-RAMONI AREGBE,AGO,OSHODI,1070673,FASHEUN
9116,1000163134,11-Ago OkotaINJ-T1-Amuwo Ind.-LAKEVIEW COURT 1,AMUWO,OSHODI,1070677,AMUWO INDUSTRIAL
2717,1000975977,33-OjoTCN-FESTAC II INTERFACE-IFELODUN,IJEGUN,OSHODI,1070677,AMUWO INDUSTRIAL
3229,1000284560,11-IgandoINJ-T2-Agric Road-EGAN OTUN,IGANDO,OSHODI,1070700,AGRIC ROAD
6301,1000256907,11-ItireINJ-T2-Canal-MOSEBOLAJE,AGO,OSHODI,1069501,OSHODI-CANAL
7069,1000245912,11-BolorunpeluINJ-T3-Governor-EBENEZER 1,IDIMU,OSHODI,1078923,GOVERNOR
7837,1000237308,11-Ago OkotaINJ-T1-Fasheun-SHOLAPE OWORU,AGO,OSHODI,1070673,FASHEUN
8349,1000227802,11-IgandoINJ-T2-Akesan-OBADORE 1,IGANDO,OSHODI,1068955,AKESAN
670,1001607908,11-IlupejuINJ-T3-L & K-Owonifari,OSHODI,OSHODI,1070753,ILUPEJU-L&K
4766,1000267077,11-NitelINJ-Post Office-ADEWALE CRESCENT,OSHODI,OSHODI,1069426,NITEL-POST OFFICE 
7070,1000245910,11-BolorunpeluINJ-T3-Governor-LAWRENCE FADIPE,IDIMU,OSHODI,1078923,GOVERNOR
7838,1000237305,11-Ago OkotaINJ-T1-Fasheun-OHAFIA,AGO,OSHODI,1070673,FASHEUN
8350,1000227799,11-IgandoINJ-T2-Akesan-EBUTE KEKERE,IGANDO,OSHODI,1068955,AKESAN
8862,1000203121,11-ItireINJ-T3-Ago-LAMBE 2,AGO,OSHODI,1071052,AGO
671,1001607906,33-IsoloTCN-PTC Interface-CENTRAL STORE,OSHODI,OSHODI,1079462,ISOLO-PTC ISOLO
2719,1000975974,33-OjoTCN-FESTAC II INTERFACE-OBA OGO,IJEGUN,OSHODI,1070677,AMUWO INDUSTRIAL
